Ambito;ISO3;Area;Producto;Codigo del year;Year;Unidad;Valor;Simbolo;Descripcion del Simbolo
Cobertura de la tierra;HRV;Croacia;Areas cubiertas por arboles;2021;2021;1000 ha;3183.84;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Areas cubiertas por arbustos;2020;2020;1000 ha;462.19;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Areas cubiertas por arbustos;2021;2021;1000 ha;366.82;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;19.44;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;15.7;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;HRV;Croacia;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;HRV;Croacia;Tierras deserticas;2020;2020;1000 ha;101.58;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Tierras deserticas;2021;2021;1000 ha;16.61;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Cuerpos de aguas interiores;2020;2020;1000 ha;83.16;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Cuerpos de aguas interiores;2021;2021;1000 ha;85.17;E;Valor estimado
Cobertura de la tierra;HRV;Croacia;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;HRV;Croacia;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;CUB;Cuba;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;96.58;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;111.02;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Cultivos herbaceos;2020;2020;1000 ha;773.29;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Cultivos herbaceos;2021;2021;1000 ha;815.41;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;CUB;Cuba;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;CUB;Cuba;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;CUB;Cuba;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;CUB;Cuba;Pastizales;2020;2020;1000 ha;3375.77;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Pastizales;2021;2021;1000 ha;3182.29;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Areas cubiertas por arboles;2020;2020;1000 ha;4771.77;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Areas cubiertas por arboles;2021;2021;1000 ha;5453.09;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Manglares;2020;2020;1000 ha;429.36;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Manglares;2021;2021;1000 ha;409.13;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Areas cubiertas por arbustos;2020;2020;1000 ha;668.01;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Areas cubiertas por arbustos;2021;2021;1000 ha;228.66;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;517.91;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;487.64;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;CUB;Cuba;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;CUB;Cuba;Tierras deserticas;2020;2020;1000 ha;95.76;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Tierras deserticas;2021;2021;1000 ha;21.95;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Cuerpos de aguas interiores;2020;2020;1000 ha;358.98;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Cuerpos de aguas interiores;2021;2021;1000 ha;378.22;E;Valor estimado
Cobertura de la tierra;CUB;Cuba;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;CUB;Cuba;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DNK;Dinamarca;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;125.79;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;167.65;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Cultivos herbaceos;2020;2020;1000 ha;1831.11;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Cultivos herbaceos;2021;2021;1000 ha;1925.5;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DNK;Dinamarca;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DNK;Dinamarca;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DNK;Dinamarca;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DNK;Dinamarca;Pastizales;2020;2020;1000 ha;1309.64;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Pastizales;2021;2021;1000 ha;1088.21;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Areas cubiertas por arboles;2020;2020;1000 ha;859.36;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Areas cubiertas por arboles;2021;2021;1000 ha;952.12;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Areas cubiertas por arbustos;2020;2020;1000 ha;0.31;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Areas cubiertas por arbustos;2021;2021;1000 ha;0.01;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;36.45;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;44.12;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DNK;Dinamarca;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DNK;Dinamarca;Tierras deserticas;2020;2020;1000 ha;22.34;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Tierras deserticas;2021;2021;1000 ha;4.91;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Cuerpos de aguas interiores;2020;2020;1000 ha;260.71;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Cuerpos de aguas interiores;2021;2021;1000 ha;263.17;E;Valor estimado
Cobertura de la tierra;DNK;Dinamarca;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DNK;Dinamarca;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DJI;Djibouti;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;2.74;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;3.16;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Cultivos herbaceos;2020;2020;1000 ha;9.4;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Cultivos herbaceos;2021;2021;1000 ha;7.22;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DJI;Djibouti;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DJI;Djibouti;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DJI;Djibouti;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DJI;Djibouti;Pastizales;2020;2020;1000 ha;127.62;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Pastizales;2021;2021;1000 ha;114.98;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Areas cubiertas por arboles;2020;2020;1000 ha;0.18;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Areas cubiertas por arboles;2021;2021;1000 ha;0.26;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Manglares;2020;2020;1000 ha;0.41;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Manglares;2021;2021;1000 ha;0.4;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Areas cubiertas por arbustos;2020;2020;1000 ha;155.59;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Areas cubiertas por arbustos;2021;2021;1000 ha;152.43;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;2.97;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;2.37;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DJI;Djibouti;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DJI;Djibouti;Tierras deserticas;2020;2020;1000 ha;1852.96;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Tierras deserticas;2021;2021;1000 ha;1867.77;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Cuerpos de aguas interiores;2020;2020;1000 ha;14.87;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Cuerpos de aguas interiores;2021;2021;1000 ha;18.13;E;Valor estimado
Cobertura de la tierra;DJI;Djibouti;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DJI;Djibouti;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DMA;Dominica;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;0.63;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;0.76;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Cultivos herbaceos;2020;2020;1000 ha;0.01;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Cultivos herbaceos;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DMA;Dominica;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DMA;Dominica;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DMA;Dominica;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DMA;Dominica;Pastizales;2020;2020;1000 ha;0.85;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Pastizales;2021;2021;1000 ha;0.71;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Areas cubiertas por arboles;2020;2020;1000 ha;72.24;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Areas cubiertas por arboles;2021;2021;1000 ha;72.43;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Manglares;2020;2020;1000 ha;0.01;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Areas cubiertas por arbustos;2020;2020;1000 ha;0.15;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Areas cubiertas por arbustos;2021;2021;1000 ha;0.07;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0.03;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0.03;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DMA;Dominica;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DMA;Dominica;Tierras deserticas;2020;2020;1000 ha;0.23;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Tierras deserticas;2021;2021;1000 ha;0.07;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Cuerpos de aguas interiores;2020;2020;1000 ha;0.9;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Cuerpos de aguas interiores;2021;2021;1000 ha;0.98;E;Valor estimado
Cobertura de la tierra;DMA;Dominica;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DMA;Dominica;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ECU;Ecuador;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;191.01;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;207.32;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Cultivos herbaceos;2020;2020;1000 ha;438.42;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Cultivos herbaceos;2021;2021;1000 ha;745.77;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ECU;Ecuador;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ECU;Ecuador;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ECU;Ecuador;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ECU;Ecuador;Pastizales;2020;2020;1000 ha;4675.17;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Pastizales;2021;2021;1000 ha;4604.94;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Areas cubiertas por arboles;2020;2020;1000 ha;17568.47;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Areas cubiertas por arboles;2021;2021;1000 ha;18098.76;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Manglares;2020;2020;1000 ha;155.7;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Manglares;2021;2021;1000 ha;147.44;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Areas cubiertas por arbustos;2020;2020;1000 ha;1237.04;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Areas cubiertas por arbustos;2021;2021;1000 ha;934.07;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;96.49;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;118.21;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ECU;Ecuador;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ECU;Ecuador;Tierras deserticas;2020;2020;1000 ha;905.07;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Tierras deserticas;2021;2021;1000 ha;389.03;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Nieve permanente y glaciares;2020;2020;1000 ha;9.66;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Nieve permanente y glaciares;2021;2021;1000 ha;9.7;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Cuerpos de aguas interiores;2020;2020;1000 ha;347.07;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Cuerpos de aguas interiores;2021;2021;1000 ha;368.87;E;Valor estimado
Cobertura de la tierra;ECU;Ecuador;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ECU;Ecuador;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;EGY;Egipto;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;765.02;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;795.69;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Cultivos herbaceos;2020;2020;1000 ha;3271.83;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Cultivos herbaceos;2021;2021;1000 ha;3406.77;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;EGY;Egipto;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;EGY;Egipto;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;EGY;Egipto;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;EGY;Egipto;Pastizales;2020;2020;1000 ha;80.17;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Pastizales;2021;2021;1000 ha;179.96;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Areas cubiertas por arboles;2020;2020;1000 ha;327.52;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Areas cubiertas por arboles;2021;2021;1000 ha;490.71;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Manglares;2020;2020;1000 ha;0.09;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Manglares;2021;2021;1000 ha;0.1;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Areas cubiertas por arbustos;2020;2020;1000 ha;204.93;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Areas cubiertas por arbustos;2021;2021;1000 ha;197.13;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;163.08;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;171.72;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;EGY;Egipto;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;EGY;Egipto;Tierras deserticas;2020;2020;1000 ha;92453.81;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Tierras deserticas;2021;2021;1000 ha;91947.33;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Cuerpos de aguas interiores;2020;2020;1000 ha;951.93;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Cuerpos de aguas interiores;2021;2021;1000 ha;1028.98;E;Valor estimado
Cobertura de la tierra;EGY;Egipto;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;EGY;Egipto;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;SLV;El Salvador;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;34.92;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;47.15;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Cultivos herbaceos;2020;2020;1000 ha;120.73;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Cultivos herbaceos;2021;2021;1000 ha;115.59;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SLV;El Salvador;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;SLV;El Salvador;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SLV;El Salvador;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;SLV;El Salvador;Pastizales;2020;2020;1000 ha;577.9;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Pastizales;2021;2021;1000 ha;582.31;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Areas cubiertas por arboles;2020;2020;1000 ha;1155.23;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Areas cubiertas por arboles;2021;2021;1000 ha;1158.36;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Manglares;2020;2020;1000 ha;41.98;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Manglares;2021;2021;1000 ha;38.22;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Areas cubiertas por arbustos;2020;2020;1000 ha;80.98;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Areas cubiertas por arbustos;2021;2021;1000 ha;77.17;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;4.56;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;3.18;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SLV;El Salvador;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;SLV;El Salvador;Tierras deserticas;2020;2020;1000 ha;10.33;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Tierras deserticas;2021;2021;1000 ha;2.53;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Cuerpos de aguas interiores;2020;2020;1000 ha;46.78;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Cuerpos de aguas interiores;2021;2021;1000 ha;48.89;E;Valor estimado
Cobertura de la tierra;SLV;El Salvador;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SLV;El Salvador;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;194.24;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;202.65;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Cultivos herbaceos;2020;2020;1000 ha;14.14;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Cultivos herbaceos;2021;2021;1000 ha;15.55;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Pastizales;2020;2020;1000 ha;18.5;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Pastizales;2021;2021;1000 ha;12.4;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Areas cubiertas por arboles;2020;2020;1000 ha;20.92;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Areas cubiertas por arboles;2021;2021;1000 ha;38.67;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Manglares;2020;2020;1000 ha;2.77;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Manglares;2021;2021;1000 ha;1.89;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Areas cubiertas por arbustos;2020;2020;1000 ha;27.52;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Areas cubiertas por arbustos;2021;2021;1000 ha;55.09;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0.97;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;1.39;E;Valor estimado
Cobertura de la tierra;ARE;Emiratos Arabes Unidos;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
